mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg_type,param_n_estimators_reg,param_n_estimators_clf,param_clf_type,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
128.68940663337708,4.5326415015189525,2.753830353418986,0.35395655348256305,random_forest,400,150,logistic_regression,"{'reg_type': 'random_forest', 'n_estimators_reg': 400, 'n_estimators_clf': 150, 'clf_type': 'logistic_regression'}",0.6170647736668753,0.6267318610513375,0.5905578699720057,0.6114515015634061,0.015292068214874959,2
12.66767676671346,1.6746957397621698,3.9440088272094727,0.8182751427683614,lasso,200,300,random_forest,"{'reg_type': 'lasso', 'n_estimators_reg': 200, 'n_estimators_clf': 300, 'clf_type': 'random_forest'}",0.5411440394476116,0.5682567559096146,0.576395821618589,0.561932205658605,0.015070323784747057,13
0.1676332155863444,0.0566520271727822,0.05373859405517578,0.015027059285585745,ridge,400,150,svm,"{'reg_type': 'ridge', 'n_estimators_reg': 400, 'n_estimators_clf': 150, 'clf_type': 'svm'}",0.6372240022435107,0.593612738525656,0.5588744353578252,0.5965703920423306,0.032054375089184,3
33.41894690195719,3.3670516302476057,3.0843671957651773,0.28494993691796155,random_forest,100,500,svm,"{'reg_type': 'random_forest', 'n_estimators_reg': 100, 'n_estimators_clf': 500, 'clf_type': 'svm'}",0.6307512360050076,0.5813599240967471,0.5423016279421058,0.5848042626812868,0.036191443674197805,8
358.5383720397949,7.177082078215226,1.2843554019927979,0.4447638462988585,gradient_boosting,400,300,gradient_boosting,"{'reg_type': 'gradient_boosting', 'n_estimators_reg': 400, 'n_estimators_clf': 300, 'clf_type': 'gradient_boosting'}",0.5831939038283849,0.5538535301462968,0.4974819184804013,0.5448431174850277,0.03556708928506808,18
49.064420779546104,2.328541204084299,5.37470801671346,1.2352276126404447,gradient_boosting,100,300,random_forest,"{'reg_type': 'gradient_boosting', 'n_estimators_reg': 100, 'n_estimators_clf': 300, 'clf_type': 'random_forest'}",0.5433261650264085,0.5496994643647746,0.5740064913922023,0.5556773735944618,0.01321923234147101,15
42.432350158691406,0.9476235899187806,0.8281339804331461,0.5664888176675431,gradient_boosting,100,500,logistic_regression,"{'reg_type': 'gradient_boosting', 'n_estimators_reg': 100, 'n_estimators_clf': 500, 'clf_type': 'logistic_regression'}",0.5909957176959613,0.5881518453171555,0.5774720998578108,0.5855398876236425,0.005821729531253959,7
313.58387756347656,26.699415556524634,2.141345739364624,0.5442116881051228,random_forest,200,500,gradient_boosting,"{'reg_type': 'random_forest', 'n_estimators_reg': 200, 'n_estimators_clf': 500, 'clf_type': 'gradient_boosting'}",0.6092627567882342,0.5826991245240023,0.5106758969097434,0.5675459260739933,0.04164978433417003,12
257.3002152442932,18.331309606106732,0.08144195874532063,0.022520843331869825,ridge,200,500,gradient_boosting,"{'reg_type': 'ridge', 'n_estimators_reg': 200, 'n_estimators_clf': 500, 'clf_type': 'gradient_boosting'}",0.6251869652064738,0.5962642536771712,0.5279485094318993,0.5831332427718481,0.04076883536806641,9
8.189408699671427,0.8877892752089231,1.815290371576945,0.5316871450033486,ridge,200,300,random_forest,"{'reg_type': 'ridge', 'n_estimators_reg': 200, 'n_estimators_clf': 300, 'clf_type': 'random_forest'}",0.5852687352882437,0.5920975870105046,0.6044299909133807,0.593932104404043,0.007929376597327039,6
254.34105507532755,4.978274398322735,0.03389096260070801,0.00012652114208371262,lasso,100,300,gradient_boosting,"{'reg_type': 'lasso', 'n_estimators_reg': 100, 'n_estimators_clf': 300, 'clf_type': 'gradient_boosting'}",0.5810622693658415,0.5724234225762812,0.4999143401371076,0.55113334402641,0.03638861715814128,16
0.30489031473795575,0.042151066916246545,0.0715630054473877,0.011951063505867771,ridge,200,150,svm,"{'reg_type': 'ridge', 'n_estimators_reg': 200, 'n_estimators_clf': 150, 'clf_type': 'svm'}",0.6372240022435107,0.593612738525656,0.5588744353578252,0.5965703920423306,0.032054375089184,3
0.29959948857625324,0.036498290994436494,0.061449925104777016,0.01270669561712688,ridge,400,300,svm,"{'reg_type': 'ridge', 'n_estimators_reg': 400, 'n_estimators_clf': 300, 'clf_type': 'svm'}",0.6372240022435107,0.593612738525656,0.5588744353578252,0.5965703920423306,0.032054375089184,3
45.261708656946816,5.971856535513636,2.5407334168752036,0.4541912328154938,random_forest,100,500,logistic_regression,"{'reg_type': 'random_forest', 'n_estimators_reg': 100, 'n_estimators_clf': 500, 'clf_type': 'logistic_regression'}",0.6264655217192934,0.6182971535339765,0.5913227919632699,0.61202848907218,0.015016102008114905,1
74.15702064832051,5.0774899492815955,0.6946384112040201,0.37485642557276544,gradient_boosting,200,500,svm,"{'reg_type': 'gradient_boosting', 'n_estimators_reg': 200, 'n_estimators_clf': 500, 'clf_type': 'svm'}",0.5952310612602689,0.5512020580048366,0.5284080260178318,0.558280381760979,0.027735735194276932,14
219.76584219932556,7.278050991240725,0.6617039839426676,0.22098739307960286,gradient_boosting,200,500,gradient_boosting,"{'reg_type': 'gradient_boosting', 'n_estimators_reg': 200, 'n_estimators_clf': 500, 'clf_type': 'gradient_boosting'}",0.5831940242232319,0.5538535731563516,0.49748210009190574,0.5448432324904964,0.03556705557825129,17
10.050355831782023,0.704220976474206,0.9851342042287191,0.2054614071605393,lasso,100,500,random_forest,"{'reg_type': 'lasso', 'n_estimators_reg': 100, 'n_estimators_clf': 500, 'clf_type': 'random_forest'}",0.5538063771099492,0.5682567559096146,0.5988032290259965,0.5736221206818534,0.01875756780507641,10
220.04784472783408,3.3504406722931988,0.757758617401123,0.19533293892360787,random_forest,400,500,gradient_boosting,"{'reg_type': 'random_forest', 'n_estimators_reg': 400, 'n_estimators_clf': 500, 'clf_type': 'gradient_boosting'}",0.6093134509155526,0.5924461467656232,0.5106107800249158,0.5707901259020305,0.04310678013158805,11
