Id,SalePrice
1461,102393.02112111606
1462,148711.81058367254
1463,165806.93155873741
1464,188742.6229442713
1465,218623.30769073314
1466,169070.40520270818
1467,187234.01887488517
1468,166394.58199279933
1469,197073.58428225332
1470,113677.76106090975
1471,169955.51754655293
1472,96124.27406090326
1473,96648.63616125527
1474,155804.52265078196
1475,125084.84967416702
1476,355423.04477735626
1477,260512.23047125057
1478,319797.4136100334
1479,297968.73030527
1480,485769.39530669904
1481,337175.69599766954
1482,231968.3514117424
1483,171956.09275276374
1484,170198.43661417326
1485,188171.95569185182
1486,196801.38923695573
1487,320993.427460895
1488,220909.48605420068
1489,201109.40804188483
1490,228501.21106521902
1491,183655.7049646909
1492,90852.59626447152
1493,197661.86415004407
1494,313682.8048920709
1495,298326.0130297358
1496,235413.11456688374
1497,201163.8572230566
1498,167984.66797780342
1499,177057.11054321326
1500,174979.79119423346
1501,187337.60332479113
1502,164836.4113082079
1503,272480.33531007
1504,248095.80874502694
1505,232536.97529494157
1506,200822.57381925423
1507,226921.58987302546
1508,193486.7774727667
1509,164410.24677632313
1510,148511.39622948595
1511,149295.8453422807
1512,171481.95961072788
1513,146814.48074840193
1514,163181.6502947169
1515,201806.41494805034
1516,150761.47008152909
1517,175147.7590469112
1518,139752.1855688617
1519,191138.39506559042
1520,129064.70502890504
1521,122337.41625300846
1522,181221.68451615408
1523,111570.27297716614
1524,122016.68468745048
1525,114607.91098800181
1526,116384.28137279434
1527,110592.8358000276
1528,141036.7342684463
1529,142846.54536158696
1530,191087.3029174738
1531,135652.27907543656
1532,101081.17462052625
1533,150090.7848436597
1534,121444.71558906705
1535,139851.0112360042
1536,106099.73156071636
1537,69282.2930413383
1538,159466.73688845665
1539,198627.54064871892
1540,94710.08612901511
1541,136660.4309872235
1542,127735.1881615636
1543,180569.8250659161
1544,84419.06412462129
1545,120830.30424198146
1546,141605.74909653902
1547,126295.86349841492
1548,132972.0485657129
1549,114196.46230277668
1550,126318.1884474469
1551,105005.79940017518
1552,134832.95304434045
1553,129915.73052711009
1554,128655.38844051906
1555,166362.08721413658
1556,98245.19575331052
1557,105918.03011525403
1558,99988.49296876919
1559,80260.09616266956
1560,143864.30069147146
1561,129010.56419163982
1562,131965.21167249634
1563,111379.58401178055
1564,157738.81014122683
1565,142180.51796403926
1566,247894.36999850048
1567,74656.64815845923
1568,225264.04891636103
1569,123817.4218801986
1570,145372.15229968086
1571,126696.20667526587
1572,138359.31508864558
1573,216147.940829686
1574,117550.11208750773
1575,219179.3260048507
1576,230771.16886800106
1577,176775.93089768235
1578,155769.32454020338
1579,140742.40164530944
1580,192935.0747368418
1581,159251.51139633995
1582,128173.53366317364
1583,280169.3592833302
1584,218117.05732177384
1585,137296.7884453352
1586,65190.78540434645
1587,108854.60963891484
1588,147659.45256988643
1589,103154.83604990819
1590,134466.38425868071
1591,98474.2917007146
1592,109080.34387320676
1593,128598.4191296417
1594,115228.02535076908
1595,110641.51327451714
1596,225151.65734948727
1597,186764.15530377254
1598,209560.57875677722
1599,180091.9227916494
1600,159079.85021482327
1601,60846.37717214381
1602,103085.79755376579
1603,87531.53850189646
1604,250495.24895294724
1605,227923.18841876226
1606,170020.4915447578
1607,181389.7259301734
1608,222971.2222848892
1609,189751.66635956676
1610,158367.51952108956
1611,145404.79268169083
1612,168906.01857919042
1613,160069.41767507803
1614,129396.298671091
1615,90055.55620905053
1616,81256.34895841345
1617,96484.32368799284
1618,121215.0768986115
1619,138898.76778114802
1620,170165.97920889084
1621,132728.42334385568
1622,136647.043858063
1623,260639.53902136296
1624,196846.44982843302
1625,107078.15127748145
1626,170917.95664155096
1627,180743.2406919197
1628,261086.3314578299
1629,179281.44239148704
1630,332041.1474309291
1631,230824.4074413635
1632,253601.43267636467
1633,168022.71842312563
1634,185689.21834442037
1635,176919.19032428222
1636,162786.8605545705
1637,194349.82451580156
1638,219001.40894306297
1639,192080.58217666173
1640,257175.84119984446
1641,180235.2769748607
1642,249088.4520496872
1643,252724.82357294834
1644,234264.98905571518
1645,209569.79182336808
1646,169477.353611893
1647,150757.1067049733
1648,130336.12714597517
1649,145717.02445378722
1650,116151.68473624732
1651,114956.78961062281
1652,101987.37538114293
1653,107675.8145432941
1654,152149.92988419265
1655,145106.98514174315
1656,147880.8502143896
1657,155264.9107410346
1658,151435.27835759032
1659,125080.67268949951
1660,154420.86405854378
1661,446912.04210408876
1662,377503.4883276037
1663,349801.10246547405
1664,529429.5955617377
1665,303014.314885774
1666,335422.81991363043
1667,353021.043899231
1668,329187.3610124594
1669,304284.5338630328
1670,332120.4776521107
1671,274975.922053247
1672,415157.3283421368
1673,302641.5829882855
1674,257773.7483707246
1675,213455.6522072395
1676,217252.38469228256
1677,233707.67480417303
1678,475652.0291154936
1679,379710.31592164823
1680,326005.1106383594
1681,265427.1857935431
1682,316357.8665176372
1683,221820.1713139374
1684,183356.71987894323
1685,174530.11945012643
1686,180582.8064961169
1687,172084.59928700718
1688,193349.37338627788
1689,190093.05330248363
1690,196515.6206920366
1691,184055.13171594503
1692,250316.5469711401
1693,170721.8399033493
1694,181369.9397140313
1695,172675.60699963657
1696,268851.8243912546
1697,180850.4918724056
1698,343592.6418997695
1699,330462.2555975569
1700,263434.89327987307
1701,282216.1981710467
1702,248791.5029929657
1703,261624.2488066942
1704,259458.34014720417
1705,224922.1233448189
1706,405900.3385170157
1707,223993.72475125652
1708,210170.22107886808
1709,262220.6901626663
1710,229078.22000148412
1711,277467.77577711904
1712,273330.27602740197
1713,267099.21378347604
1714,227803.19048865512
1715,215216.706171338
1716,184937.8155884927
1717,179024.95337583328
1718,137703.7091883354
1719,202668.279127741
1720,228293.30244154023
1721,156422.0083865277
1722,123454.940295573
1723,148765.69006953758
1724,203513.3414253233
1725,220455.78190807533
1726,182730.53093363412
1727,162802.76035573226
1728,179884.04722853255
1729,168570.25248773978
1730,161968.0716691423
1731,125064.2927291678
1732,114573.64214364084
1733,103861.66583658656
1734,115720.65271776628
1735,130929.99392846103
1736,112836.89014097842
1737,374437.8326613079
1738,281414.4183605873
1739,290046.34310019703
1740,245206.59709168848
1741,211185.72808791307
1742,186029.71780734556
1743,196281.0198088156
1744,337108.4161910252
1745,208851.260895656
1746,217105.4130868677
1747,222391.3618189101
1748,236972.997782378
1749,148780.10117408758
1750,137428.564584264
1751,257407.85088239078
1752,118390.00352797285
1753,149479.32960757712
1754,197866.30990155082
1755,162882.61314147277
1756,124164.5091540586
1757,118385.33969457612
1758,149010.25306359227
1759,168545.61826622474
1760,161079.34384515774
1761,156826.97237050257
1762,164775.26161451955
1763,196297.09232100588
1764,117982.91068297716
1765,157278.95556031598
1766,180820.94454593933
1767,208625.2451222106
1768,136915.78737135563
1769,174904.08680746736
1770,150677.11699535887
1771,127924.52575259471
1772,136893.25675851718
1773,132915.76034263597
1774,156968.6694688529
1775,143212.26502521493
1776,119428.92109191242
1777,105599.83668203223
1778,138392.3068661641
1779,109651.78071561031
1780,172052.88274496794
1781,128861.20091398303
1782,86026.5206871803
1783,138804.41647412014
1784,95869.85194993146
1785,123738.56427939709
1786,149939.95027541026
1787,180987.4883854966
1788,62815.727826523274
1789,104315.43296528579
1790,81117.90455108312
1791,187752.68143938793
1792,155370.0494784812
1793,132473.52588362203
1794,160248.99554580546
1795,133455.64969875323
1796,140352.3866578534
1797,113878.71425564335
1798,121171.67485260098
1799,108984.55228851411
1800,124389.9647984251
1801,118808.44361322462
1802,146272.3949255026
1803,148496.72046571723
1804,140502.38503674275
1805,142328.662070365
1806,136835.3050460408
1807,136821.07504675386
1808,126697.32806645668
1809,112091.51766554036
1810,126340.23718159583
1811,83723.44344991047
1812,88101.96381634277
1813,122564.10235570706
1814,87586.93017735722
1815,53632.40620761021
1816,97742.90290070148
1817,102550.17993100864
1818,139101.02674796127
1819,133214.55312395812
1820,68666.98900058668
1821,121133.29405381897
1822,145621.63545760373
1823,52902.8217779457
1824,131261.84676015604
1825,141812.13545218113
1826,103903.26620118515
1827,99432.006588406
1828,125161.5396283046
1829,118918.00843964
1830,138068.92543874978
1831,152114.55847605126
1832,88848.45903121792
1833,132968.8489492029
1834,114472.09772214189
1835,110551.14363901556
1836,122627.57787113906
1837,94252.85827275622
1838,123069.58096632456
1839,97320.00642168615
1840,142872.2779996847
1841,146197.92770255535
1842,94150.77715071078
1843,132497.81849440545
1844,139499.2077923259
1845,136066.14559684345
1846,143512.74971165738
1847,180325.16075633458
1848,51010.46906047175
1849,110279.9994087849
1850,120670.15057230808
1851,158340.82852443383
1852,133318.36556068464
1853,128284.61828531238
1854,161719.83573725168
1855,157451.84147324495
1856,216035.19874268584
1857,144560.80288251286
1858,135363.36539529244
1859,126739.12994112355
1860,160597.4825822848
1861,125934.55904541747
1862,324816.50174042047
1863,308382.13337071164
1864,308382.13337071164
1865,320106.41518227983
1866,297544.83835617633
1867,218852.35085991476
1868,264173.02611695643
1869,198126.2926850149
1870,205315.42132603494
1871,245600.95041360988
1872,172763.67849748087
1873,220136.50679868617
1874,154064.77488800735
1875,211339.73988478602
1876,194915.06393325407
1877,199318.83819848005
1878,197332.58137317255
1879,112713.64442930649
1880,139644.44464986556
1881,226309.77944562855
1882,232120.99454511047
1883,186853.44778475107
